Locus_tag	Product	Protein_ID	Start	End
pgaptmp_000526	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	WP_012424766.1	50557	51819
pgaptmp_000527	MBL fold metallo-hydrolase	WP_012425413.1	51854	52645
pgaptmp_000528	SEC-C metal-binding domain-containing protein	WP_003374022.1	52711	53208
pgaptmp_000529	lactate utilization protein	WP_003356606.1	53604	54245
pgaptmp_000530	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	WP_010966801.1	54533	55012
pgaptmp_000531	MutS-related protein	WP_003414866.1	55382	57253
pgaptmp_000532	DUF2798 domain-containing protein	WP_012450318.1	57453	57965
pgaptmp_000533	zinc-ribbon domain-containing protein	WP_003371037.1	58230	58382
pgaptmp_000534	DEAD/DEAH box helicase	WP_017825826.1	58713	60011
pgaptmp_000535	glycerophosphodiester phosphodiesterase	WP_003372241.1	60392	61492
pgaptmp_000536	response regulator transcription factor	WP_017352540.1	62062	62727
pgaptmp_000537	sensor histidine kinase	WP_012424063.1	62727	64157
pgaptmp_000538	hypothetical protein	WP_017352542.1	64285	64707
pgaptmp_000539	GxGYxYP domain-containing protein	WP_003370306.1	64808	66475
pgaptmp_000540	DUF47 domain-containing protein	WP_003374002.1	66776	67402
pgaptmp_000541	inorganic phosphate transporter	WP_002582868.1	67395	68393
pgaptmp_000542	RNA polymerase sigma factor	WP_017352545.1	68683	69255
pgaptmp_000543	hypothetical protein	WP_012423417.1	69255	70070
pgaptmp_000544	helix-turn-helix domain-containing protein	WP_012451078.1	70341	71258
pgaptmp_000545	alpha-glucosidase	WP_012425366.1	71412	73079
pgaptmp_000546	BglG family transcription antiterminator	WP_012451160.1	73665	75551
pgaptmp_000547	PTS sugar transporter subunit IIA	WP_003369701.1	75566	75967
pgaptmp_000548	PTS sugar transporter subunit IIB	WP_003373783.1	75970	76245
pgaptmp_000549	PTS ascorbate transporter subunit IIC	WP_012422967.1	76317	77666
pgaptmp_000550	transketolase	WP_012423694.1	77746	78558
pgaptmp_000551	transketolase family protein	WP_003371645.1	78575	79501
pgaptmp_000552	hypothetical protein	WP_012450406.1	79950	80408
pgaptmp_000553	MarR family winged helix-turn-helix transcriptional regulator	WP_003374150.1	80427	80858
pgaptmp_000554	HsmA family protein	WP_003373108.1	80860	81252
pgaptmp_000555	hypothetical protein	WP_003370002.1	81465	82100
pgaptmp_000556	HD domain-containing phosphohydrolase	WP_003371540.1	82412	83656
pgaptmp_000557	thioredoxin family protein	WP_017354263.1	83861	84172
pgaptmp_000558	MarR family winged helix-turn-helix transcriptional regulator	WP_003373611.1	84415	84846
pgaptmp_000559	ABC transporter ATP-binding protein	WP_013724682.1	85183	85932
pgaptmp_000560	ABC transporter permease	WP_003368922.1	85922	87937
pgaptmp_000561	response regulator transcription factor	WP_003358467.1	88061	88732
pgaptmp_000562	sensor histidine kinase	WP_003371339.1	88729	89739
pgaptmp_000575	FHA domain-containing protein	WP_003369887.1	208	765
pgaptmp_000576	FHA domain-containing protein	WP_012424108.1	779	1288
pgaptmp_000577	PP2C family protein-serine/threonine phosphatase	WP_017353606.1	1294	2133
pgaptmp_000578	serine/threonine protein phosphatase	WP_017826563.1	2417	4258
pgaptmp_000579	normocyte-binding protein	WP_003369064.1	4251	5528
pgaptmp_000580	hypothetical protein	WP_012423963.1	5525	6223
pgaptmp_000581	molecular chaperone	WP_003370161.1	6332	8980
pgaptmp_000582	hypothetical protein	WP_012422922.1	9294	10073
pgaptmp_000583	hypothetical protein	WP_003425493.1	10089	10673
pgaptmp_000584	phage tail protein	WP_008425677.1	10721	12133
pgaptmp_000585	hypothetical protein	WP_008428604.1	12136	12732
pgaptmp_000586	imm11 family protein	WP_008428602.1	12751	13275
pgaptmp_000587	DUF4280 domain-containing protein	WP_003425499.1	13291	13683
pgaptmp_000588	hypothetical protein	-2+	13718	16567
pgaptmp_000589	pentapeptide repeat-containing protein	WP_017352611.1	16577	18013
pgaptmp_000590	hypothetical protein	WP_012423411.1	18182	19144
pgaptmp_000591	Hsp70 family protein	WP_012425652.1	19554	21251
pgaptmp_000592	tetratricopeptide repeat protein	WP_017353206.1	21261	24545
pgaptmp_000593	NUDIX domain-containing protein	WP_012424940.1	24724	25620
pgaptmp_000594	ribose-phosphate pyrophosphokinase	WP_012424024.1	25792	26595
pgaptmp_000595	nicotinate phosphoribosyltransferase	WP_017212805.1	26682	28151
pgaptmp_000596	viral A-type inclusion protein	WP_017353202.1	28330	29166
pgaptmp_000597	S8 family peptidase	WP_012424507.1	29338	31164
pgaptmp_000598	S8 family peptidase	WP_012424160.1	31151	32872
pgaptmp_000599	aldehyde dehydrogenase	WP_003373039.1	33032	34432
pgaptmp_000600	bifunctional glutamate--cysteine ligase GshA/glutathione synthetase GshB	WP_012425642.1	34742	37045
pgaptmp_000601	NUDIX hydrolase	WP_003373310.1	37316	37822
pgaptmp_000602	MATE family efflux transporter	WP_017353197.1	37906	39261
pgaptmp_000603	hypothetical protein	WP_003370280.1	39463	39774
pgaptmp_000604	hypothetical protein	WP_012451512.1	40075	40719
pgaptmp_000605	hypothetical protein	WP_017353195.1	41151	41690
pgaptmp_000606	GntR family transcriptional regulator	WP_003371325.1	41677	42075
pgaptmp_000607	ABC transporter ATP-binding protein	WP_017353193.1	42059	42955
pgaptmp_000608	hypothetical protein	WP_012450327.1	42936	43985
pgaptmp_000609	hypothetical protein	-2+	44271	44570
pgaptmp_000610	pseudouridine synthase	WP_017825276.1	44929	45639
pgaptmp_000611	MurR/RpiR family transcriptional regulator	WP_012424009.1	45813	46718
pgaptmp_000612	CCA tRNA nucleotidyltransferase	WP_012423082.1	46848	48146
pgaptmp_000613	late competence development ComFB family protein	WP_012450889.1	48165	48443
pgaptmp_000614	response regulator transcription factor	WP_017353187.1	48752	49444
pgaptmp_000615	sensor histidine kinase	WP_012424396.1	49422	51662
pgaptmp_000616	alpha/beta hydrolase	WP_003374126.1	51987	52952
pgaptmp_000617	hypothetical protein	-2+	52933	53118
pgaptmp_000618	hypothetical protein	WP_003370734.1	53193	53423
pgaptmp_000619	metal-dependent hydrolase	WP_017825374.1	53688	54209
pgaptmp_000620	YwbE family protein	WP_003369837.1	54410	54601
pgaptmp_000621	toprim domain-containing protein	WP_003414618.1	54875	55201
pgaptmp_000622	hypothetical protein	-2+	55452	55589
pgaptmp_000623	tyrosine-type recombinase/integrase		55774	57108
pgaptmp_000624	tyrosine-type recombinase/integrase		57121	59529
pgaptmp_000625	tyrosine-type recombinase/integrase	-2+	59519	61573
pgaptmp_000626	hypothetical protein	-2+	61555	62064
pgaptmp_000627	DNA topoisomerase III	WP_003414618.1	62099	64300
pgaptmp_000628	helix-turn-helix domain-containing protein	WP_012103951.1	64351	64563
pgaptmp_000629	transposase		64721	65026
pgaptmp_000630	MBL fold metallo-hydrolase		65284	65526
pgaptmp_000631	hypothetical protein	-2+	65573	65752
pgaptmp_000632	hypothetical protein	-2+	66248	66511
pgaptmp_000633	hypothetical protein	-2+	66948	67151
pgaptmp_000634	IS701 family transposase	WP_069678787.1	67180	68318
pgaptmp_000635	TULIP family P47-like protein	WP_012720205.1	68530	70032
pgaptmp_000636	TULIP family P47-like protein	WP_012703709.1	70487	72751
pgaptmp_000637	toxin	WP_011987706.1	72765	73193
pgaptmp_000638	neurotoxin-associated TULIP family protein P47	WP_003409822.1	73487	74737
pgaptmp_000639	non-toxic nonhemagglutinin NTNH	WP_003372331.1	74752	78249
pgaptmp_000640	botulinum neurotoxin subtype F6	WP_324618485.1	78261	82088
pgaptmp_000653	TIGR01906 family membrane protein	WP_012451405.1	407	1087
pgaptmp_000654	sulfite exporter TauE/SafE family protein	WP_017352149.1	1170	1919
pgaptmp_000655	MBL fold metallo-hydrolase	WP_017352150.1	2317	3120
pgaptmp_000656	4-hydroxy-tetrahydrodipicolinate synthase	WP_017352151.1	3970	4842
pgaptmp_000657	SulP family inorganic anion transporter	WP_004443280.1	5483	7144
pgaptmp_000658	PRK06851 family protein	WP_004443449.1	7824	8912
pgaptmp_000659	DUF1540 domain-containing protein	WP_012451138.1	9178	9336
pgaptmp_000660	phosphotransferase family protein	WP_017825809.1	9546	10493
pgaptmp_000661	HDIG domain-containing metalloprotein	WP_012424634.1	10833	11453
pgaptmp_000662	Hsp20/alpha crystallin family protein	WP_004443333.1	11649	12170
pgaptmp_000663	DEAD/DEAH box helicase	WP_004443322.1	12218	13798
pgaptmp_000664	lysophospholipid acyltransferase family protein	WP_012425417.1	13954	14673
pgaptmp_000665	cation-translocating P-type ATPase	WP_004443447.1	14972	17344
pgaptmp_000666	DUF6483 family protein	WP_004443395.1	17366	18022
pgaptmp_000668	tyrosine-type recombinase/integrase	WP_015395770.1	18823	19971
pgaptmp_000669	helix-turn-helix domain-containing protein		19972	20424
pgaptmp_000670	helix-turn-helix transcriptional regulator	WP_003367905.1	20569	20772
pgaptmp_000671	helix-turn-helix domain-containing protein	WP_009167674.1	20848	21141
pgaptmp_000672	hypothetical protein	WP_015395765.1	21150	21914
pgaptmp_000673	ATP-binding protein	WP_003479114.1	21874	22692
pgaptmp_000674	hypothetical protein	-2+	22735	22866
pgaptmp_000675	hypothetical protein	-2+	22915	23130
pgaptmp_000676	hypothetical protein	-2+	23145	23351
pgaptmp_000677	hypothetical protein	-2+	23513	23944
pgaptmp_000678	phage major capsid protein		23962	25080
pgaptmp_000679	HNH endonuclease		25283	25717
pgaptmp_000680	hypothetical protein	-2+	26085	26276
pgaptmp_000681	hypothetical protein	WP_017352164.1	26602	27069
pgaptmp_000682	HlyC/CorC family transporter	WP_012422970.1	27390	28643
pgaptmp_000683	nucleoside deaminase	WP_017352165.1	28699	29157
pgaptmp_000684	phosphatase PAP2 family protein	WP_012424813.1	29222	29761
pgaptmp_000686	hypothetical protein	WP_012423695.1	30334	30516
pgaptmp_000688	dihydrofolate reductase	WP_004443350.1	31452	31946
pgaptmp_000689	thymidylate synthase	WP_010966285.1	31974	32765
pgaptmp_000690	DNA polymerase III subunit gamma/tau	WP_017352170.1	33180	34820
pgaptmp_000691	YbaB/EbfC family nucleoid-associated protein	WP_004443240.1	34899	35240
pgaptmp_000692	recombination mediator RecR	WP_012425166.1	35491	36087
pgaptmp_000693	YaaL family protein	WP_004443366.1	36562	36837
pgaptmp_000694	pro-sigmaK processing inhibitor BofA family protein	WP_004443386.1	36859	37107
pgaptmp_000695	ABC transporter ATP-binding protein	WP_012450258.1	37384	38298
pgaptmp_000696	ABC transporter permease subunit	WP_004443214.1	38299	39513
pgaptmp_000697	hypothetical protein	WP_004443277.1	39601	39786
pgaptmp_000698	pyridoxal-phosphate-dependent aminotransferase family protein	WP_005210260.1	40494	41570
pgaptmp_000699	D-2-hydroxyacid dehydrogenase	WP_017825791.1	41622	42530
pgaptmp_000700	DUF1015 domain-containing protein	WP_004443389.1	42914	44170
pgaptmp_000701	hemolysin family protein	WP_012449864.1	44499	45818
pgaptmp_000702	dTDP-4-dehydrorhamnose 3%2C5-epimerase	WP_012425046.1	45866	46453
pgaptmp_000703	CehA/McbA family metallohydrolase	WP_012449774.1	47080	51567
pgaptmp_000704	YibE/F family protein	WP_004443262.1	51765	52916
pgaptmp_000705	N-acetylmuramoyl-L-alanine amidase family protein	WP_012451301.1	53094	54443
pgaptmp_000706	5'-methylthioadenosine/adenosylhomocysteine nucleosidase	WP_002583126.1	54506	55198
pgaptmp_000707	tRNA threonylcarbamoyladenosine dehydratase	WP_012423572.1	55773	56540
pgaptmp_000708	FUSC family protein	WP_012422671.1	57049	58947
pgaptmp_000709	carbon storage regulator	WP_004443308.1	59415	59576
pgaptmp_000710	flagellin	WP_012424484.1	60037	61416
pgaptmp_000711	hypothetical protein	WP_004443219.1	61759	62727
pgaptmp_000712	GNAT family N-acetyltransferase	WP_004443259.1	62849	63796
pgaptmp_000713	glucose PTS transporter transcription antiterminator GlcT	WP_012450778.1	64037	64891
pgaptmp_000714	PTS transporter subunit EIIC	WP_017825825.1	65135	66787
pgaptmp_000715	PTS sugar transporter subunit IIA	WP_004443454.1	66888	67379
pgaptmp_000727	hypothetical protein	WP_012425140.1	84	1280
pgaptmp_000728	DUF2612 domain-containing protein	WP_008422100.1	1267	1941
pgaptmp_000729	baseplate J/gp47 family protein	WP_008422102.1	1952	3127
pgaptmp_000730	hypothetical protein	WP_008422104.1	3143	3502
pgaptmp_000731	Gp138 family membrane-puncturing spike protein	WP_008422107.1	3492	4058
pgaptmp_000732	hypothetical protein		4045	4101
pgaptmp_000733	phage protein	WP_008422109.1	4108	6072
pgaptmp_000734	phage baseplate plug family protein	WP_003489752.1	6065	6391
pgaptmp_000735	phage baseplate protein	WP_003489753.1	6404	6934
pgaptmp_000736	YtxH domain-containing protein	-2+	6937	8706
pgaptmp_000737	DUF6889 family protein		8710	8895
pgaptmp_000738	phage tail assembly chaperone	WP_008422116.1	8871	9347
pgaptmp_000739	phage protein	WP_003489757.1	9362	9790
pgaptmp_000740	DUF3383 family protein	WP_008422118.1	9803	10933
pgaptmp_000741	phage neck terminator protein	WP_003489760.1	10946	11500
pgaptmp_000742	hypothetical protein	WP_003489763.1	11500	11862
pgaptmp_000743	hypothetical protein	WP_008422121.1	11864	12436
pgaptmp_000744	DUF4054 domain-containing protein	WP_003489766.1	12448	12927
pgaptmp_000745	hypothetical protein	-2+	12938	13165
pgaptmp_000746	DUF2184 domain-containing protein	WP_005808519.1	13178	14191
pgaptmp_000747	structural cement protein Gp24	WP_003489771.1	14204	14734
pgaptmp_000748	DUF2213 domain-containing protein	WP_008422133.1	14736	15983
pgaptmp_000749	hypothetical protein	-2+	16014	16202
pgaptmp_000750	hypothetical protein	-2+	16246	16725
pgaptmp_000751	phage minor head protein	WP_003489785.1	16741	17589
pgaptmp_000752	DUF1073 domain-containing protein	WP_008422137.1	17591	19021
pgaptmp_000753	PBSX family phage terminase large subunit	WP_014793000.1	19043	20332
pgaptmp_000754	phage terminase small subunit	WP_004461250.1	20319	21008
pgaptmp_000755	recombinase family protein	WP_003370905.1	21081	21782
pgaptmp_000756	tyrosine-type recombinase/integrase	WP_003373639.1	22170	22826
pgaptmp_000757	hypothetical protein	WP_003374308.1	22826	23047
pgaptmp_000758	DNA-binding response regulator	WP_003370454.1	23099	23500
pgaptmp_000759	helix-turn-helix domain-containing protein	WP_003369035.1	23671	23880
pgaptmp_000760	transcriptional regulator	WP_012300890.1	24252	24821
pgaptmp_000761	hypothetical protein	-2+	24919	25143
pgaptmp_000762	hypothetical protein	-2+	25346	25639
pgaptmp_000763	hypothetical protein	-2+	25649	25858
pgaptmp_000764	hypothetical protein	WP_003483689.1	25894	26619
pgaptmp_000765	hypothetical protein	-2+	26675	26941
pgaptmp_000766	hypothetical protein	WP_003373940.1	26938	27192
pgaptmp_000767	hypothetical protein	-2+	27290	27604
pgaptmp_000768	hypothetical protein	-2+	27632	27877
pgaptmp_000769	hypothetical protein	-2+	27870	28040
pgaptmp_000770	single-stranded DNA-binding protein	WP_012425319.1	28118	28537
pgaptmp_000771	phage replisome organizer N-terminal domain-containing protein	WP_015391104.1	28530	29411
pgaptmp_000772	hypothetical protein	-2+	29427	29726
pgaptmp_000773	hypothetical protein	-2+	29729	29875
pgaptmp_000774	aspartyl-phosphate phosphatase Spo0E family protein	WP_003372354.1	29876	30010
pgaptmp_000775	hypothetical protein	-2+	30045	30191
pgaptmp_000776	helix-turn-helix domain-containing protein	WP_008427118.1	30352	30696
pgaptmp_000777	helix-turn-helix transcriptional regulator		30984	31178
pgaptmp_000778	helix-turn-helix domain-containing protein	WP_012100871.1	31280	31573
pgaptmp_000779	hypothetical protein	-2+	31628	33922
pgaptmp_000780	hypothetical protein	-2+	33922	34119
pgaptmp_000781	hypothetical protein	-2+	34119	34523
pgaptmp_000782	hypothetical protein	-2+	34810	34965
pgaptmp_000783	ribbon-helix-helix domain-containing protein	-2+	36016	36309
pgaptmp_000784	ParA family protein	WP_010890861.1	36364	37116
pgaptmp_000785	hypothetical protein	-2+	37197	37346
pgaptmp_000786	hypothetical protein		37481	38176
pgaptmp_000787	glycoside hydrolase family protein	WP_012450392.1	38410	39192
pgaptmp_000788	phage holin family protein	WP_003369507.1	39229	39651
pgaptmp_000796	hypothetical protein	-2+	1	283
pgaptmp_000797	hypothetical protein	-2+	240	446
pgaptmp_000798	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	WP_012424295.1	518	772
pgaptmp_000799	hypothetical protein	-2+	902	1135
pgaptmp_000800	hypothetical protein	-2+	1132	1440
pgaptmp_000801	host-nuclease inhibitor Gam family protein	WP_003372280.1	1444	1956
pgaptmp_000802	hypothetical protein	-2+	1971	2297
pgaptmp_000803	hypothetical protein	-2+	2332	2895
pgaptmp_000804	AAA family ATPase	-2+	2896	3510
pgaptmp_000805	DUF1653 domain-containing protein	WP_017352066.1	3511	3771
pgaptmp_000806	hypothetical protein	WP_003371353.1	3774	4106
pgaptmp_000807	hypothetical protein	WP_003372701.1	4109	4681
pgaptmp_000808	hypothetical protein	WP_017352070.1	4694	4852
pgaptmp_000809	DUF6877 family protein	WP_014521346.1	4933	5112
pgaptmp_000810	ERCC4 domain-containing protein	WP_003370589.1	5117	5695
pgaptmp_000811	hypothetical protein	-2+	5682	6113
pgaptmp_000812	MazG nucleotide pyrophosphohydrolase domain-containing protein	WP_017352073.1	6106	6390
pgaptmp_000813	DUF5651 domain-containing protein		6390	6881
pgaptmp_000814	hypothetical protein	WP_017352075.1	6865	7002
pgaptmp_000815	hypothetical protein	WP_017352076.1	7002	7250
pgaptmp_000816	CHC2 zinc finger domain-containing protein	WP_003371162.1	7265	9901
pgaptmp_000817	mszf55-1	-2+	9930	10103
pgaptmp_000818	hypothetical protein	-2+	10136	10582
pgaptmp_000819	hypothetical protein	-2+	10575	10748
pgaptmp_000820	hypothetical protein	-2+	10782	11033
pgaptmp_000821	hypothetical protein	-2+	11125	11256
pgaptmp_000822	hypothetical protein	-2+	11325	11765
pgaptmp_000823	hypothetical protein	WP_017352080.1	11868	12317
pgaptmp_000824	DUF1599 domain-containing protein	WP_010964915.1	12310	12591
pgaptmp_000825	hypothetical protein	WP_017352081.1	13004	13183
pgaptmp_000826	xanthine dehydrogenase	WP_017352082.1	13173	13613
pgaptmp_000827	helix-turn-helix domain-containing protein		13980	14405
